product_name,product_code,grade,formula,molar_mass,image_url,pakaging,price
2-Fluorophenylacetic acid,010694-25G,98% puriss for synthesis [451-82-1],H1B2611,A1D1C2614,,25G," 3,200.00 "
2-Fluorophenylacetic acid,010694-100G,98% puriss for synthesis [451-82-1],H1B2612,A1D1C2615,,100G," 12,000.00 "
4-FLUOROPHENYLACETICACID ETHYLESTER,0106112-25G,98% puriss for synthesis [587-88-2],H1B2613,A1D1C2616,,25G," 2,400.00 "
4-FLUOROPHENYLACETICACID ETHYLESTER,0106112-100G,98% puriss for synthesis [587-88-2],H1B2614,A1D1C2617,,100G," 8,000.00 "
4-FLUOROPHENYLACETONITRILE,0106120-25G,99% puriss for synthesis [459-22-3],H1B2615,A1D1C2618,,25G," 2,000.00 "
4-FLUOROPHENYLACETONITRILE,0106120-100G,99% puriss for synthesis [459-22-3],H1B2616,A1D1C2619,,100G," 7,800.00 "
4-FLUOROPHENYLACETYLENE,0106110-1G,98% puriss for synthesis [766-98-3],H1B2617,A1D1C2620,,1G," 3,500.00 "
4-FLUOROPHENYLACETYLENE,0106110-5G,98% puriss for synthesis [766-98-3],H1B2618,A1D1C2621,,5G," 9,000.00 "
4-FLUOROPHENYLACETYLENE,0106110-25G,98% puriss for synthesis [766-98-3],H1B2619,A1D1C2622,,25G," 22,000.00 "
2-FLUOROPHENYLBORONIC ACID,0106121-1G,97% puriss for synthesis [1993-03-9],H1B2620,A1D1C2623,,1G," 2,000.00 "
2-FLUOROPHENYLBORONIC ACID,0106121-5G,97% puriss for synthesis [1993-03-9],H1B2621,A1D1C2624,,5G," 7,500.00 "
2-FLUOROPHENYLBORONIC ACID,0106121-25G,97% puriss for synthesis [1993-03-9],H1B2622,A1D1C2625,,25G," 22,000.00 "
3-FLUOROPHENYLBORONICACID,010684-1G,98% puriss for synthesis [768-35-4],H1B2623,A1D1C2626,,1G," 2,000.00 "
3-FLUOROPHENYLBORONICACID,010684-5G,98% puriss for synthesis [768-35-4],H1B2624,A1D1C2627,,5G," 5,500.00 "
4-FLUOROPHENYLBORONICACID,010685-1G,98% puriss for synthesis [1765-93-1],H1B2625,A1D1C2628,,1G, 300.00 
4-FLUOROPHENYLBORONICACID,010685-5G,98% puriss for synthesis [1765-93-1],H1B2626,A1D1C2629,,5G," 1,100.00 "
4-FLUOROPHENYLBORONICACID,010685-25G,98% puriss for synthesis [1765-93-1],H1B2627,A1D1C2630,,25G," 3,500.00 "
4-FLUOROPHENYLBORONICACID,010685-100G,98% puriss for synthesis [1765-93-1],H1B2628,A1D1C2631,,100G," 8,000.00 "
4-Fluorophenylpiperazine,0106100-25G,99% puriss for synthesis [2252-63-3],H1B2629,A1D1C2632,,25G," 2,700.00 "
4-Fluorophenylpiperazine,0106100-100G,99% puriss for synthesis [2252-63-3],H1B2630,A1D1C2633,,100G," 10,000.00 "
4-FLUOROPROPIOPHENONE,010651-25G,99% puriss for synthesis,H1B2631,A1D1C2634,,25G," 1,800.00 "
4-FLUOROPROPIOPHENONE,010651-100G,99% puriss for synthesis,H1B2632,A1D1C2635,,100G," 6,900.00 "
4-FLUOROPROPIOPHENONE,010651-500G,99% puriss for synthesis,H1B2633,A1D1C2636,,500G," 30,500.00 "
2-FLUOROTHIOPHENOL puriss for synthesis,0106114-5G,97% puriss for synthesis [2557-78-0],H1B2634,A1D1C2637,,5G," 1,500.00 "
2-FLUOROTHIOPHENOL puriss for synthesis,0106114-25G,97% puriss for synthesis [2557-78-0],H1B2635,A1D1C2638,,25G," 6,500.00 "
3-FLUOROTHIOPHENOL puriss for synthesis,0106115-1G,95% puriss for synthesis [2557-77-9],H1B2636,A1D1C2639,,1G," 1,400.00 "
3-FLUOROTHIOPHENOL puriss for synthesis,0106115-5G,95% puriss for synthesis [2557-77-9],H1B2637,A1D1C2640,,5G," 4,500.00 "
3-FLUOROTHIOPHENOL puriss for synthesis,0106115-25G,95% puriss for synthesis [2557-77-9],H1B2638,A1D1C2641,,25G," 17,500.00 "
4-FLUOROTHIOPHENOL,010675-25G,98% puriss for synthesis,H1B2639,A1D1C2642,,25G," 2,750.00 "
4-FLUOROTHIOPHENOL,010675-100G,98% puriss for synthesis,H1B2640,A1D1C2643,,100G," 10,500.00 "
2-FLUOROTOLUENE,010631-100G,,H1B2641,A1D1C2644,,100G, 900.00 
2-FLUOROTOLUENE,010631-500G,,H1B2642,A1D1C2645,,500G," 3,500.00 "
3-FLUOROTOLUENE,010632-100G,,H1B2643,A1D1C2646,,100G," 1,150.00 "
3-FLUOROTOLUENE,010632-500G,,H1B2644,A1D1C2647,,500G," 4,950.00 "
4-FLUOROTOLUENE,010633-100G,,H1B2645,A1D1C2648,,100G, 890.00 
4-FLUOROTOLUENE,010633-500G,,H1B2646,A1D1C2649,,500G," 4,700.00 "
5-FLUOROURACIL,010681-1G,99% puriss AR,H1B2647,A1D1C2650,,1G, 500.00 
5-FLUOROURACIL,010681-5G,99% puriss AR,H1B2648,A1D1C2651,,5G," 1,800.00 "
5-FLUOROURACIL,010681-25G,99% puriss AR,H1B2649,A1D1C2652,,25G," 6,750.00 "
FMOC-L-ALANINE,010657-5G,99% puriss for biochemistry,H1B2650,A1D1C2653,,5G, 400.00 
FMOC-L-ALANINE,010657-25G,99% puriss for biochemistry,H1B2651,A1D1C2654,,25G," 1,750.00 "
FMOC-L-ALANINE,010657-100G,99% puriss for biochemistry,H1B2652,A1D1C2655,,100G," 6,500.00 "
FMOC-L-ASPARGIN,010658-5G,99% puriss for biochemistry,H1B2653,A1D1C2656,,5G, 400.00 
FMOC-L-ASPARGIN,010658-25G,99% puriss for biochemistry,H1B2654,A1D1C2657,,25G," 1,750.00 "
FMOC-L-ASPARGIN,010658-100G,99% puriss for biochemistry,H1B2655,A1D1C2658,,100G," 6,500.00 "
FMOC-L-GLUTAMINE,010659-5G,99% puriss for biochemistry,H1B2656,A1D1C2659,,5G, 400.00 
FMOC-L-GLUTAMINE,010659-25G,99% puriss for biochemistry,H1B2657,A1D1C2660,,25G," 1,750.00 "
FMOC-L-GLUTAMINE,010659-100G,99% puriss for biochemistry,H1B2658,A1D1C2661,,100G," 6,500.00 "
FMOC-GLYCINE,010656-5G,99% puriss for biochemistry,H1B2659,A1D1C2662,,5G, 400.00 
FMOC-GLYCINE,010656-25G,99% puriss for biochemistry,H1B2660,A1D1C2663,,25G," 1,750.00 "
FMOC-GLYCINE,010656-100G,99% puriss for biochemistry,H1B2661,A1D1C2664,,100G," 6,500.00 "
FMOC-L-ISO-LEUCINE,010660-5G,99% puriss for biochemistry,H1B2662,A1D1C2665,,5G, 400.00 
FMOC-L-ISO-LEUCINE,010660-25G,99% puriss for biochemistry,H1B2663,A1D1C2666,,25G," 1,750.00 "
FMOC-L-ISO-LEUCINE,010660-100G,99% puriss for biochemistry,H1B2664,A1D1C2667,,100G," 6,500.00 "
FMOC-L-LEUCINE,010661-5G,99% puriss for biochemistry,H1B2665,A1D1C2668,,5G, 400.00 
FMOC-L-LEUCINE,010661-25G,99% puriss for biochemistry,H1B2666,A1D1C2669,,25G," 1,750.00 "
FMOC-L-LEUCINE,010661-100G,99% puriss for biochemistry,H1B2667,A1D1C2670,,100G," 6,500.00 "
FMOC-L-METHIONINE,010662-5G,99% puriss for biochemistry,H1B2668,A1D1C2671,,5G, 400.00 
FMOC-L-METHIONINE,010662-25G,99% puriss for biochemistry,H1B2669,A1D1C2672,,25G," 1,750.00 "
FMOC-L-METHIONINE,010662-100G,99% puriss for biochemistry,H1B2670,A1D1C2673,,100G," 6,500.00 "
FMOC-L-PHENYLALANINE,010663-5G,99% puriss for biochemistry,H1B2671,A1D1C2674,,5G, 400.00 
FMOC-L-PHENYLALANINE,010663-25G,99% puriss for biochemistry,H1B2672,A1D1C2675,,25G," 1,750.00 "
FMOC-L-PHENYLALANINE,010663-100G,99% puriss for biochemistry,H1B2673,A1D1C2676,,100G," 6,500.00 "
FMOC-L-SERINE,010664-5G,99% puriss for biochemistry,H1B2674,A1D1C2677,,5G, 725.00 
FMOC-L-SERINE,010664-25G,99% puriss for biochemistry,H1B2675,A1D1C2678,,25G," 3,100.00 "
FMOC-L-SERINE,010664-100G,99% puriss for biochemistry,H1B2676,A1D1C2679,,100G," 11,000.00 "
FMOC-L-THREONINE,010665-5G,99% puriss for biochemistry,H1B2677,A1D1C2680,,5G, 725.00 
FMOC-L-THREONINE,010665-25G,99% puriss for biochemistry,H1B2678,A1D1C2681,,25G," 3,100.00 "
FMOC-L-THREONINE,010665-100G,99% puriss for biochemistry,H1B2679,A1D1C2682,,100G," 11,000.00 "
FOLIN & CIOCALTEU'S PHENOL REAGENT,010603-100ML,,H1B2680,A1D1C2683,,100ML, 350.00 
FOLIN & CIOCALTEU'S PHENOL REAGENT,010603-500ML,,H1B2681,A1D1C2684,,500ML," 1,405.00 "
FORMAMIDE,010635-250ML,99% AR,H1B2682,A1D1C2685,,250ML, 630.00 
FORMAMIDE,010635-1000ML,99% AR,H1B2683,A1D1C2686,,1000ML," 2,350.00 "
FORMAMIDE,050641-1000ML,for UV SPECTROSCOPY,H1B2684,A1D1C2687,,1000ML," 4,500.00 "
FORMAMIDINE ACETATE (Formamidine acetic acid salt),010652-100G,99% puriss for synthesis,H1B2685,A1D1C2688,,100G," 1,350.00 "
FORMAMIDINE ACETATE (Formamidine acetic acid salt),010652-500G,99% puriss for synthesis,H1B2686,A1D1C2689,,500G," 5,850.00 "
FORMIC ACID,010637-500ML,98-100% pure for synthesis,H1B2687,A1D1C2690,,500ML, 520.00 
FORMIC ACID,010653-500ML,98-100% puriss AR,H1B2688,A1D1C2691,,500ML, 550.00 
FORMIC HYDRAZIDE,0106117-25G,98% puriss for synthesis [624-84-0],H1B2689,A1D1C2692,,25G," 2,100.00 "
FORMIC HYDRAZIDE,0106117-100G,98% puriss for synthesis [624-84-0],H1B2690,A1D1C2693,,100G," 6,500.00 "
4-FORMYLBENZOIC ACID,010630-5G,97%,H1B2691,A1D1C2694,,5G, 575.00 
4-FORMYLBENZOIC ACID,010630-25G,97%,H1B2692,A1D1C2695,,25G," 1,500.00 "
4-FORMYLBENZOIC ACID,010630-100G,97%,H1B2693,A1D1C2696,,100G," 5,200.00 "
2-FORMYLPHENYLBORONIC ACID,0106123-1G,95% puriss for synthesis [40138-16-7],H1B2694,A1D1C2697,,1G," 1,400.00 "
2-FORMYLPHENYLBORONIC ACID,0106123-5G,95% puriss for synthesis [40138-16-7],H1B2695,A1D1C2698,,5G," 5,500.00 "
3-FORMYLPHENYL BORONIC ACID,0106106-5G,95% puriss for synthesis [87199-16-4],H1B2696,A1D1C2699,,5G," 2,000.00 "
3-FORMYLPHENYL BORONIC ACID,0106106-25G,95% puriss for synthesis [87199-16-4],H1B2697,A1D1C2700,,25G," 5,500.00 "
3-FORMYLPHENYL BORONIC ACID,0106106-100G,95% puriss for synthesis [87199-16-4],H1B2698,A1D1C2701,,100G," 18,500.00 "
N-FORMYL PIPERIDINE (Piperidine-1-carboxaldehyde),010655-100G,99% puriss for synthesis,H1B2699,A1D1C2702,,100G," 1,800.00 "
N-FORMYL PIPERIDINE (Piperidine-1-carboxaldehyde),010655-500G,99% puriss for synthesis,H1B2700,A1D1C2703,,500G," 6,800.00 "
D-FRUCTOSE,010686-100G,98% cystalline [57-48-7],H1B2701,A1D1C2704,,100G, 200.00 
D-FRUCTOSE,010686-500G,98% cystalline [57-48-7],H1B2702,A1D1C2705,,500G, 685.00 
2-FURANBORONIC ACID,0106122-1G,97% puriss for synthesis [13331-23-2],H1B2703,A1D1C2706,,1G," 1,500.00 "
2-FURANBORONIC ACID,0106122-10G,97% puriss for synthesis [13331-23-2],H1B2704,A1D1C2707,,10G," 12,500.00 "
"FURAN-2,5-DICARBOXYLIC ACID",010687-25G,98% puriss for synthesis [3238-40-2],H1B2705,A1D1C2708,,25G," 5,100.00 "
"FURAN-2,5-DICARBOXYLIC ACID",010687-100G,98% puriss for synthesis [3238-40-2],H1B2706,A1D1C2709,,100G," 17,500.00 "
Furfuryl alcohol,0106103-500ML,98% puriss for synthesis [98-00-0],H1B2707,A1D1C2710,,500ML, 900.00 
Furfuryl alcohol,0106103-2500ML,98% puriss for synthesis [98-00-0],H1B2708,A1D1C2711,,2500ML," 3,950.00 "
2-FUROIC ACID,010683-100G,98% puriss for synthesis [88-14-2],H1B2709,A1D1C2712,,100G," 1,300.00 "
2-FUROIC ACID,010683-500G,98% puriss for synthesis [88-14-2],H1B2710,A1D1C2713,,500G," 4,000.00 "
3-FUROIC ACID,010654-5G,98% puriss for synthesis [488-93-7],H1B2711,A1D1C2714,,5G," 3,400.00 "
3-FUROIC ACID,010654-25G,98% puriss for synthesis [488-93-7],H1B2712,A1D1C2715,,25G," 12,000.00 "
FUSCHINE BASIC,010610-25G,,H1B2713,A1D1C2716,,25G, 200.00 
FUSCHINE BASIC,010610-100G,,H1B2714,A1D1C2717,,100G, 550.00 
Gadolinium oxide,010754-5G,99.9%  [12064-62-9],H1B2715,A1D1C2718,,5G," 1,450.00 "
Gadolinium oxide,010754-25G,99.9%  [12064-62-9],H1B2716,A1D1C2719,,25G," 4,000.00 "
D-GALACTOSE,010709-25G,,H1B2717,A1D1C2720,,25G, 625.00 
D-GALACTOSE,010709-100G,,H1B2718,A1D1C2721,,100G," 1,750.00 "
GERANIOL,010708-100ML,97%,H1B2719,A1D1C2722,,100ML," 2,550.00 "
GLYCEROL,050713-1000ML,99.5% for UV SPECTROSCOPY,H1B2720,A1D1C2723,,1000ML," 9,850.00 "
GIEMSA STAIN,010702-25G,,H1B2721,A1D1C2724,,25G, 400.00 
GIEMSA STAIN,010702-100G,,H1B2722,A1D1C2725,,100G," 1,500.00 "
"Y-GLOBULINE (BOVINE) cohn fraction 11,111",010703-1G,98%,H1B2723,A1D1C2726,,1G," 4,000.00 "
D-Glucosamine HCl,010752-100G,98% puriss for synthesis [66-84-2],H1B2724,A1D1C2727,,100G," 1,100.00 "
D-Glucosamine HCl,010752-500G,98% puriss for synthesis [66-84-2],H1B2725,A1D1C2728,,500G," 3,800.00 "
GLUCOSE-6-PHOSPHATE DISOD.SALT,020706-1G,98% puriss for synthesis [3671-99-6],H1B2726,A1D1C2729,,1G," 1,300.00 "
GLUCOSE-6-PHOSPHATE DISOD.SALT,020706-5G,98% puriss for synthesis [3671-99-6],H1B2727,A1D1C2730,,5G," 5,200.00 "
GLUCOSE-6-PHOSPHATE DISOD.SALT,020706-25G,98% puriss for synthesis [3671-99-6],H1B2728,A1D1C2731,,25G," 18,000.00 "
D-Glutamic acid,010753-5G,98% puriss for synthesis [6893-26-1],H1B2729,A1D1C2732,,5G," 1,320.00 "
D-Glutamic acid,010753-25G,98% puriss for synthesis [6893-26-1],H1B2730,A1D1C2733,,25G," 4,800.00 "
D-Glutamic acid,010753-100G,98% puriss for synthesis [6893-26-1],H1B2731,A1D1C2734,,100G," 20,500.00 "
L-GLUTAMIC ACID,010724-100G,,H1B2732,A1D1C2735,,100G, 225.00 
L-GLUTAMIC ACID,010724-250G,,H1B2733,A1D1C2736,,250G, 450.00 
L-GLUTAMIC ACID,010724-1000G,,H1B2734,A1D1C2737,,1000G," 1,500.00 "
L-GLUTAMINE,010725-25G,,H1B2735,A1D1C2738,,25G, 315.00 
L-GLUTAMINE,010725-100G,,H1B2736,A1D1C2739,,100G, 940.00 
L-GLUTAMINE,010725-1000G,,H1B2737,A1D1C2740,,1000G," 8,500.00 "
GLUTARALDEHYDE,010716-500ML,~ 25% in water pure,H1B2738,A1D1C2741,,500ML, 540.00 
GLUTARIC ACID,010737-100G,99% puriss for synthesis,H1B2739,A1D1C2742,,100G, 800.00 
GLUTARIC ACID,010737-500G,99% puriss for synthesis,H1B2740,A1D1C2743,,500G," 3,700.00 "
GLUTARIC ANHYDRIDE (Tetrahydropyran-2.6-dione),010738-25G,98% puriss for synthesis,H1B2741,A1D1C2744,,25G, 525.00 
GLUTARIC ANHYDRIDE (Tetrahydropyran-2.6-dione),010738-100G,98% puriss for synthesis,H1B2742,A1D1C2745,,100G," 1,600.00 "
GLUTARIC ANHYDRIDE (Tetrahydropyran-2.6-dione),010738-500G,98% puriss for synthesis,H1B2743,A1D1C2746,,500G," 6,900.00 "
"GLUTARIMIDE (Piperidine-2,6-dione)",010739-5G,99% puriss for synthesis,H1B2744,A1D1C2747,,5G," 1,150.00 "
"GLUTARIMIDE (Piperidine-2,6-dione)",010739-25G,99% puriss for synthesis,H1B2745,A1D1C2748,,25G," 4,000.00 "
GLUTARONITRILE,010758-25ML,99% puriss for synthesis [544-13-8],H1B2746,A1D1C2749,,25ML," 3,600.00 "
GLUTARONITRILE,010758-100ML,99% puriss for synthesis [544-13-8],H1B2747,A1D1C2750,,100ML," 11,500.00 "
GLYCEROL FORMAL (Mixturew of alpha & beta Isomers),010742-100ML,98% puriss for synthesis,H1B2748,A1D1C2751,,100ML," 2,000.00 "
GLYCEROL FORMAL (Mixturew of alpha & beta Isomers),010742-500ML,98% puriss for synthesis,H1B2749,A1D1C2752,,500ML," 6,500.00 "
R(-)GLYCIDYL TOSYLATE,010747-1G,98% puriss for synthesis [113826-06-5],H1B2750,A1D1C2753,,1G," 2,400.00 "
R(-)GLYCIDYL TOSYLATE,010747-5G,98% puriss for synthesis [113826-06-5],H1B2751,A1D1C2754,,5G," 8,000.00 "
R(-)GLYCIDYL TOSYLATE,010747-25G,98% puriss for synthesis [113826-06-5],H1B2752,A1D1C2755,,25G," 28,000.00 "
S(+)GLYCIDYLTOSYLATE,010750-1G,98% puriss for synthesis [70987-78-9],H1B2753,A1D1C2756,,1G," 2,400.00 "
S(+)GLYCIDYLTOSYLATE,010750-5G,98% puriss for synthesis [70987-78-9],H1B2754,A1D1C2757,,5G," 8,000.00 "
S(+)GLYCIDYLTOSYLATE,010750-25G,98% puriss for synthesis [70987-78-9],H1B2755,A1D1C2758,,25G," 28,000.00 "
GLYCINAMIDE HYDROCHLORIDE,010743-5G,98% puriss for synthesis,H1B2756,A1D1C2759,,5G, 550.00 
GLYCINAMIDE HYDROCHLORIDE,010743-25G,98% puriss for synthesis,H1B2757,A1D1C2760,,25G," 2,000.00 "
GLYCINAMIDE HYDROCHLORIDE,010743-100G,98% puriss for synthesis,H1B2758,A1D1C2761,,100G," 6,700.00 "
GLYCINE,010711-500G,,H1B2759,A1D1C2762,,500G, 725.00 
GLYCINE (Aminoacetic acid),010736-100G,puriss AR,H1B2760,A1D1C2763,,100G, 300.00 
GLYCINE (Aminoacetic acid),010736-500G,puriss AR,H1B2761,A1D1C2764,,500G," 1,250.00 "
Glycine-tert-butylester HCl,010755-5G,99% puriss for synthesis [27532-96-3],H1B2762,A1D1C2765,,5G, 750.00 
Glycine-tert-butylester HCl,010755-25G,99% puriss for synthesis [27532-96-3],H1B2763,A1D1C2766,,25G," 3,300.00 "
Glycine-tert-butylester HCl,010755-100G,99% puriss for synthesis [27532-96-3],H1B2764,A1D1C2767,,100G," 10,500.00 "
GLYCINEETHYLESTER HYDROCHLORIDE,010744-100G,99% (Ethyl glycinate HCl) puriss for synthesis),H1B2765,A1D1C2768,,100G, 450.00 
GLYCINEETHYLESTER HYDROCHLORIDE,010744-500G,99% (Ethyl glycinate HCl) puriss for synthesis),H1B2766,A1D1C2769,,500G," 1,750.00 "
GLYCINE SULPHATE,010735-25G,99% (Triglycine sulphate) puriss CHR for biochemistry,H1B2767,A1D1C2770,,25G," 1,800.00 "
GLYCINE SULPHATE,010735-100G,99% (Triglycine sulphate) puriss CHR for biochemistry,H1B2768,A1D1C2771,,100G," 6,250.00 "
GLYCOFUROL,010712-250ML,pure for synthesis,H1B2769,A1D1C2772,,250ML," 3,000.00 "
GLYCOLIC ACID 98%,010741-100G,98% puriss for synthesis [79-14-1],H1B2770,A1D1C2773,,100G," 1,950.00 "
GLYCOLIC ACID 98%,010741-500G,98% puriss for synthesis [79-14-1],H1B2771,A1D1C2774,,500G," 7,000.00 "
GLYCYL GLYCINE,040710-10G,,H1B2772,A1D1C2775,,10G, 700.00 
GLYCYL GLYCINE,040710-25G,,H1B2773,A1D1C2776,,25G," 1,500.00 "
GLYCYL GLYCINE,040710-100G,,H1B2774,A1D1C2777,,100G," 4,590.00 "
GLYCYLGLYCYLGLYCINE,010728-1G,,H1B2775,A1D1C2778,,1G," 3,000.00 "
GLYOXYLIC ACID (Oxoacetic acid),010740-250ML,50% soln. puriss for synthesis,H1B2776,A1D1C2779,,250ML, 800.00 
GLYOXYLIC ACID (Oxoacetic acid),010740-1000ML,50% soln. puriss for synthesis,H1B2777,A1D1C2780,,1000ML," 2,400.00 "
GLYOXYLIC ACID (Oxoacetic acid),010740-2500ML,50% soln. puriss for synthesis,H1B2778,A1D1C2781,,2500ML," 4,800.00 "
GOLDCHLORIDE (TETRA CHLORO AURIC ACID),010745-1G,puriss for synthesis),H1B2779,A1D1C2782,,1G," 7,400.00 "
GOLDCHLORIDE (TETRA CHLORO AURIC ACID),010745-10x1G,puriss for synthesis),H1B2780,A1D1C2783,,10x1G," 73,500.00 "
Guaiacol,010756-250G,98% (2-Methoxyphenol) puriss for synthesis [90-05-1],H1B2781,A1D1C2784,,250G, 775.00 
Guaiacol,010756-1000G,98% (2-Methoxyphenol) puriss for synthesis [90-05-1],H1B2782,A1D1C2785,,1000G," 2,750.00 "
GUANIDINE HYDROCHLORIDE,010715-100G,99%,H1B2783,A1D1C2786,,100G, 350.00 
GUANIDINE HYDROCHLORIDE,010715-500G,99%,H1B2784,A1D1C2787,,500G," 1,350.00 "
GUANIDINE HYDROCHLORIDE,010715-25KG,99%,H1B2785,A1D1C2788,,25KG, POR 
HEXAFLUOROPROPENE (TRIMER),0108159-5G,puriss for synthesis [6792-31-0],H1B2786,A1D1C2789,,5G," 5,000.00 "
HEXAFLUOROPROPENE (TRIMER),0108159-25G,puriss for synthesis [6792-31-0],H1B2787,A1D1C2790,,25G," 20,000.00 "
GUANIDINE NITRATE,010720-250G,98% (NT),H1B2788,A1D1C2791,,250G, 575.00 
GUANINE,010731-5G,,H1B2789,A1D1C2792,,5G, 250.00 
GUANINE,010731-25G,,H1B2790,A1D1C2793,,25G, 825.00 
GUANINE,010731-100G,,H1B2791,A1D1C2794,,100G," 2,250.00 "
GUANINE,010731-1000G,,H1B2792,A1D1C2795,,1000G," 18,000.00 "
GUANINE HCL,010732-1G,,H1B2793,A1D1C2796,,1G, 135.00 
GUANINE HCL,010732-5G,,H1B2794,A1D1C2797,,5G, 300.00 
"HATU (O-(7-Azabenzotriazol-1-yl)-N,N,N',N'-tetramethyluronium-hexafluorophosphate)",0108100-1G,99% puriss,H1B2795,A1D1C2798,,1G, 800.00 
"HATU (O-(7-Azabenzotriazol-1-yl)-N,N,N',N'-tetramethyluronium-hexafluorophosphate)",0108100-5G,99% puriss,H1B2796,A1D1C2799,,5G," 3,500.00 "
"HATU (O-(7-Azabenzotriazol-1-yl)-N,N,N',N'-tetramethyluronium-hexafluorophosphate)",0108100-25G,99% puriss,H1B2797,A1D1C2800,,25G," 14,000.00 "
"HBTU (O-(1H-Benzotriazol-1-yl)-N,N,N',N'-tetramethyluroniumtetrafluoroborate)",010897-5G,99% puriss,H1B2798,A1D1C2801,,5G, 375.00 
"HBTU (O-(1H-Benzotriazol-1-yl)-N,N,N',N'-tetramethyluroniumtetrafluoroborate)",010897-25G,99% puriss,H1B2799,A1D1C2802,,25G," 1,500.00 "
"HBTU (O-(1H-Benzotriazol-1-yl)-N,N,N',N'-tetramethyluroniumtetrafluoroborate)",010897-100G,99% puriss,H1B2800,A1D1C2803,,100G," 5,600.00 "
"HCTU [N,N,N?,N?-Tetramethyl-O-(6-chloro-1H-benzotriazol-1-yl)uronium hexafluorophosphate]",0108135-5G,,H1B2801,A1D1C2804,,5G, 450.00 
"HCTU [N,N,N?,N?-Tetramethyl-O-(6-chloro-1H-benzotriazol-1-yl)uronium hexafluorophosphate]",0108135-25G,,H1B2802,A1D1C2805,,25G," 1,850.00 "
"HCTU [N,N,N?,N?-Tetramethyl-O-(6-chloro-1H-benzotriazol-1-yl)uronium hexafluorophosphate]",0108135-100G,,H1B2803,A1D1C2806,,100G," 7,000.00 "
HEPES Buffer,040806-5G,99%,H1B2804,A1D1C2807,,5G, 325.00 
HEPES Buffer,040806-25G,99%,H1B2805,A1D1C2808,,25G," 1,000.00 "
HEPES Buffer,040806-100G,99%,H1B2806,A1D1C2809,,100G," 3,000.00 "
HEPES Buffer,040806-500G,99%,H1B2807,A1D1C2810,,500G," 9,950.00 "
HEPTAFLUOROBUTYRIC ACID,0108160-25G,99% puriss for synthesis [375-22-4],H1B2808,A1D1C2811,,25G," 2,050.00 "
HEPTAFLUOROBUTYRIC ACID,0108160-100G,99% puriss for synthesis [375-22-4],H1B2809,A1D1C2812,,100G," 7,800.00 "
HEPTAFLUOROBUTYRIC ACID,0108160-500G,99% puriss for synthesis [375-22-4],H1B2810,A1D1C2813,,500G," 36,000.00 "
HEPTALDEHYDE,0108119-500ML,97% puriss for synthesis [111-71-7],H1B2811,A1D1C2814,,500ML, 900.00 
HEPTALDEHYDE,0108119-2500ML,97% puriss for synthesis [111-71-7],H1B2812,A1D1C2815,,2500ML," 3,800.00 "
n-HEPTANE,010846-500ML,99% (GC),H1B2813,A1D1C2816,,500ML, 800.00 
n-HEPTANE,010846-2500ML,99% (GC),H1B2814,A1D1C2817,,2500ML," 3,300.00 "
N-HEPTANE,010807-1000ML,AR,H1B2815,A1D1C2818,,1000ML," 1,850.00 "
n-HEPTANE,070801-1000ML,for HPLC,H1B2816,A1D1C2819,,1000ML," 1,900.00 "
n-HEPTANE,050802-1000ML,for UV SPECTROSCOPY,H1B2817,A1D1C2820,,1000ML," 1,950.00 "
HEPTANESULPHONIC ACID SODIUM SALT monohydrate,070808-5G,99%,H1B2818,A1D1C2821,,5G, 400.00 
HEPTANESULPHONIC ACID SODIUM SALT monohydrate,070808-25G,99%,H1B2819,A1D1C2822,,25G," 1,700.00 "
1-HEPTANESULFONIC ACID SODIUM SALT ANHYDROUS,0708108-5G,AR FOR HPLC [22767-50-6],H1B2820,A1D1C2823,,5G, 400.00 
1-HEPTANESULFONIC ACID SODIUM SALT ANHYDROUS,0708108-25G,AR FOR HPLC [22767-50-6],H1B2821,A1D1C2824,,25G," 1,700.00 "
N-HEPTANOIC ACID,0108126-500G,98% puriss for synthesis [111-14-8],H1B2822,A1D1C2825,,500G, 700.00 
1-HEPTANOL,0108109-500ML,98% puriss for synthesis [111-70-6],H1B2823,A1D1C2826,,500ML," 1,100.00 "
1-HEPTANOL,0108109-2500ML,98% puriss for synthesis [111-70-6],H1B2824,A1D1C2827,,2500ML," 4,500.00 "
1-HEPTANOL,0108115-500ML,99% puriss AR [111-70-6],H1B2825,A1D1C2828,,500ML," 1,565.00 "
(1-HEPTYL)TRIMETHYLAMMONIUM BROMIDE,0108106-10G,98% puriss for synthesis,H1B2826,A1D1C2829,,10G," 2,250.00 "
(1-HEPTYL)TRIMETHYLAMMONIUM BROMIDE,0108106-50G,98% puriss for synthesis,H1B2827,A1D1C2830,,50G," 8,550.00 "
1-HEPTYNE,010875-25ML,~98% (GC) puriss for synthesis,H1B2828,A1D1C2831,,25ML," 2,100.00 "
1-HEPTYNE,010875-100ML,~98% (GC) puriss for synthesis,H1B2829,A1D1C2832,,100ML," 7,100.00 "
HESPERIDINE,010853-10G,~ - 95%,H1B2830,A1D1C2833,,10G, 500.00 
HESPERIDINE,010853-100G,~ - 95%,H1B2831,A1D1C2834,,100G," 2,600.00 "
n-HEXADECANE (Alkane C16 Cetane),010854-25ML,99% (GC),H1B2832,A1D1C2835,,25ML, 975.00 
n-HEXADECANE (Alkane C16 Cetane),010854-100ML,99% (GC),H1B2833,A1D1C2836,,100ML," 2,200.00 "
